"STCOFIPS","STFIPS","COFIPS","GEO","ITEM","DATA"
"19023","19","023","Iowa\Butler","Farms by size \ 180 to 499 acres",212
"19025","19","025","Iowa\Calhoun","Farms by size \ 180 to 499 acres",162
"19027","19","027","Iowa\Carroll","Farms by size \ 180 to 499 acres",275
"19033","19","033","Iowa\Cerro Gordo","Farms by size \ 180 to 499 acres",136
"19041","19","041","Iowa\Clay","Farms by size \ 180 to 499 acres",160
"19049","19","049","Iowa\Dallas","Farms by size \ 180 to 499 acres",136
"19059","19","059","Iowa\Dickinson","Farms by size \ 180 to 499 acres",80
"19063","19","063","Iowa\Emmet","Farms by size \ 180 to 499 acres",82
"19067","19","067","Iowa\Floyd","Farms by size \ 180 to 499 acres",167
"19069","19","069","Iowa\Franklin","Farms by size \ 180 to 499 acres",139
"19073","19","073","Iowa\Greene","Farms by size \ 180 to 499 acres",162
"19075","19","075","Iowa\Grundy","Farms by size \ 180 to 499 acres",186
"19077","19","077","Iowa\Guthrie","Farms by size \ 180 to 499 acres",153
"19079","19","079","Iowa\Hamilton","Farms by size \ 180 to 499 acres",145
"19081","19","081","Iowa\Hancock","Farms by size \ 180 to 499 acres",175
"19083","19","083","Iowa\Hardin","Farms by size \ 180 to 499 acres",150
"19091","19","091","Iowa\Humboldt","Farms by size \ 180 to 499 acres",118
"19099","19","099","Iowa\Jasper","Farms by size \ 180 to 499 acres",225
"19109","19","109","Iowa\Kossuth","Farms by size \ 180 to 499 acres",314
"19127","19","127","Iowa\Marshall","Farms by size \ 180 to 499 acres",150
"19131","19","131","Iowa\Mitchell","Farms by size \ 180 to 499 acres",196
"19147","19","147","Iowa\Palo Alto","Farms by size \ 180 to 499 acres",178
"19151","19","151","Iowa\Pocahontas","Farms by size \ 180 to 499 acres",159
"19153","19","153","Iowa\Polk","Farms by size \ 180 to 499 acres",89
"19161","19","161","Iowa\Sac","Farms by size \ 180 to 499 acres",165
"19169","19","169","Iowa\Story","Farms by size \ 180 to 499 acres",150
"19187","19","187","Iowa\Webster","Farms by size \ 180 to 499 acres",189
"19189","19","189","Iowa\Winnebago","Farms by size \ 180 to 499 acres",118
"19195","19","195","Iowa\Worth","Farms by size \ 180 to 499 acres",113
"19197","19","197","Iowa\Wright","Farms by size \ 180 to 499 acres",124
"19015","19","015","Iowa\Boone","Farms by size \ 500 to 999 acres",86
"19021","19","021","Iowa\Buena Vista","Farms by size \ 500 to 999 acres",189
"19023","19","023","Iowa\Butler","Farms by size \ 500 to 999 acres",129
"19025","19","025","Iowa\Calhoun","Farms by size \ 500 to 999 acres",132
"19027","19","027","Iowa\Carroll","Farms by size \ 500 to 999 acres",148
"19033","19","033","Iowa\Cerro Gordo","Farms by size \ 500 to 999 acres",109
"19041","19","041","Iowa\Clay","Farms by size \ 500 to 999 acres",141
"19049","19","049","Iowa\Dallas","Farms by size \ 500 to 999 acres",96
"19059","19","059","Iowa\Dickinson","Farms by size \ 500 to 999 acres",87
"19063","19","063","Iowa\Emmet","Farms by size \ 500 to 999 acres",103
"19067","19","067","Iowa\Floyd","Farms by size \ 500 to 999 acres",119
"19069","19","069","Iowa\Franklin","Farms by size \ 500 to 999 acres",142
"19073","19","073","Iowa\Greene","Farms by size \ 500 to 999 acres",107
"19075","19","075","Iowa\Grundy","Farms by size \ 500 to 999 acres",120
"19077","19","077","Iowa\Guthrie","Farms by size \ 500 to 999 acres",95
"19079","19","079","Iowa\Hamilton","Farms by size \ 500 to 999 acres",98
"19081","19","081","Iowa\Hancock","Farms by size \ 500 to 999 acres",140
"19083","19","083","Iowa\Hardin","Farms by size \ 500 to 999 acres",125
"19091","19","091","Iowa\Humboldt","Farms by size \ 500 to 999 acres",95
"19099","19","099","Iowa\Jasper","Farms by size \ 500 to 999 acres",136
"19109","19","109","Iowa\Kossuth","Farms by size \ 500 to 999 acres",270
"19127","19","127","Iowa\Marshall","Farms by size \ 500 to 999 acres",138
"19131","19","131","Iowa\Mitchell","Farms by size \ 500 to 999 acres",144
"19147","19","147","Iowa\Palo Alto","Farms by size \ 500 to 999 acres",123
"19151","19","151","Iowa\Pocahontas","Farms by size \ 500 to 999 acres",168
"19153","19","153","Iowa\Polk","Farms by size \ 500 to 999 acres",62
"19161","19","161","Iowa\Sac","Farms by size \ 500 to 999 acres",161
"19169","19","169","Iowa\Story","Farms by size \ 500 to 999 acres",113
"19187","19","187","Iowa\Webster","Farms by size \ 500 to 999 acres",155
"19189","19","189","Iowa\Winnebago","Farms by size \ 500 to 999 acres",96
"19195","19","195","Iowa\Worth","Farms by size \ 500 to 999 acres",95
"19197","19","197","Iowa\Wright","Farms by size \ 500 to 999 acres",128
"19015","19","015","Iowa\Boone","Farms by size \ 1,000 acres or more",101
"19021","19","021","Iowa\Buena Vista","Farms by size \ 1,000 acres or more",90
"19023","19","023","Iowa\Butler","Farms by size \ 1,000 acres or more",89
"19025","19","025","Iowa\Calhoun","Farms by size \ 1,000 acres or more",125
"19027","19","027","Iowa\Carroll","Farms by size \ 1,000 acres or more",82
"19033","19","033","Iowa\Cerro Gordo","Farms by size \ 1,000 acres or more",105
"19041","19","041","Iowa\Clay","Farms by size \ 1,000 acres or more",90
"19049","19","049","Iowa\Dallas","Farms by size \ 1,000 acres or more",79
"19059","19","059","Iowa\Dickinson","Farms by size \ 1,000 acres or more",54
"19063","19","063","Iowa\Emmet","Farms by size \ 1,000 acres or more",74
"19067","19","067","Iowa\Floyd","Farms by size \ 1,000 acres or more",97
"19069","19","069","Iowa\Franklin","Farms by size \ 1,000 acres or more",108
"19073","19","073","Iowa\Greene","Farms by size \ 1,000 acres or more",131
"19075","19","075","Iowa\Grundy","Farms by size \ 1,000 acres or more",79
"19077","19","077","Iowa\Guthrie","Farms by size \ 1,000 acres or more",106
"19079","19","079","Iowa\Hamilton","Farms by size \ 1,000 acres or more",108
"19081","19","081","Iowa\Hancock","Farms by size \ 1,000 acres or more",109
"19083","19","083","Iowa\Hardin","Farms by size \ 1,000 acres or more",104
"19091","19","091","Iowa\Humboldt","Farms by size \ 1,000 acres or more",78
"19099","19","099","Iowa\Jasper","Farms by size \ 1,000 acres or more",103
"19109","19","109","Iowa\Kossuth","Farms by size \ 1,000 acres or more",182
"19127","19","127","Iowa\Marshall","Farms by size \ 1,000 acres or more",85
"19131","19","131","Iowa\Mitchell","Farms by size \ 1,000 acres or more",81
"19147","19","147","Iowa\Palo Alto","Farms by size \ 1,000 acres or more",113
"19151","19","151","Iowa\Pocahontas","Farms by size \ 1,000 acres or more",91
"19153","19","153","Iowa\Polk","Farms by size \ 1,000 acres or more",62
"19161","19","161","Iowa\Sac","Farms by size \ 1,000 acres or more",103
"19169","19","169","Iowa\Story","Farms by size \ 1,000 acres or more",89
"19187","19","187","Iowa\Webster","Farms by size \ 1,000 acres or more",129
"19189","19","189","Iowa\Winnebago","Farms by size \ 1,000 acres or more",72
"19195","19","195","Iowa\Worth","Farms by size \ 1,000 acres or more",84
"19197","19","197","Iowa\Wright","Farms by size \ 1,000 acres or more",126
"19015","19","015","Iowa\Boone","Total cropland (farms)",841
"19021","19","021","Iowa\Buena Vista","Total cropland (farms)",797
"19023","19","023","Iowa\Butler","Total cropland (farms)",991
"19025","19","025","Iowa\Calhoun","Total cropland (farms)",789
"19027","19","027","Iowa\Carroll","Total cropland (farms)",979
"19033","19","033","Iowa\Cerro Gordo","Total cropland (farms)",726
"19041","19","041","Iowa\Clay","Total cropland (farms)",673
"19049","19","049","Iowa\Dallas","Total cropland (farms)",902
"19059","19","059","Iowa\Dickinson","Total cropland (farms)",419
"19063","19","063","Iowa\Emmet","Total cropland (farms)",427
"19067","19","067","Iowa\Floyd","Total cropland (farms)",877
"19069","19","069","Iowa\Franklin","Total cropland (farms)",790
"19073","19","073","Iowa\Greene","Total cropland (farms)",716
"19075","19","075","Iowa\Grundy","Total cropland (farms)",662
"19077","19","077","Iowa\Guthrie","Total cropland (farms)",761
"19079","19","079","Iowa\Hamilton","Total cropland (farms)",686
"19081","19","081","Iowa\Hancock","Total cropland (farms)",857
"19083","19","083","Iowa\Hardin","Total cropland (farms)",749
"19091","19","091","Iowa\Humboldt","Total cropland (farms)",534
"19099","19","099","Iowa\Jasper","Total cropland (farms)",973
"19109","19","109","Iowa\Kossuth","Total cropland (farms)",1278
"19127","19","127","Iowa\Marshall","Total cropland (farms)",792
"19131","19","131","Iowa\Mitchell","Total cropland (farms)",834
"19147","19","147","Iowa\Palo Alto","Total cropland (farms)",831
"19151","19","151","Iowa\Pocahontas","Total cropland (farms)",712
"19153","19","153","Iowa\Polk","Total cropland (farms)",671
"19161","19","161","Iowa\Sac","Total cropland (farms)",838
"19169","19","169","Iowa\Story","Total cropland (farms)",875
"19187","19","187","Iowa\Webster","Total cropland (farms)",907
"19189","19","189","Iowa\Winnebago","Total cropland (farms)",600
"19195","19","195","Iowa\Worth","Total cropland (farms)",592
"19197","19","197","Iowa\Wright","Total cropland (farms)",733
"19015","19","015","Iowa\Boone","Total cropland (acres)",283251
"19021","19","021","Iowa\Buena Vista","Total cropland (acres)",333950
"19023","19","023","Iowa\Butler","Total cropland (acres)",330867
"19025","19","025","Iowa\Calhoun","Total cropland (acres)",337429
"19027","19","027","Iowa\Carroll","Total cropland (acres)",328077
"19033","19","033","Iowa\Cerro Gordo","Total cropland (acres)",306276
"19041","19","041","Iowa\Clay","Total cropland (acres)",292462
"19049","19","049","Iowa\Dallas","Total cropland (acres)",270743
"19059","19","059","Iowa\Dickinson","Total cropland (acres)",173603
"19063","19","063","Iowa\Emmet","Total cropland (acres)",201900
"19067","19","067","Iowa\Floyd","Total cropland (acres)",291111
"19069","19","069","Iowa\Franklin","Total cropland (acres)",336741
"19073","19","073","Iowa\Greene","Total cropland (acres)",325589
"19075","19","075","Iowa\Grundy","Total cropland (acres)",301114
"19077","19","077","Iowa\Guthrie","Total cropland (acres)",262152
"19079","19","079","Iowa\Hamilton","Total cropland (acres)",305126
"19081","19","081","Iowa\Hancock","Total cropland (acres)",338379
"19083","19","083","Iowa\Hardin","Total cropland (acres)",306237
"19091","19","091","Iowa\Humboldt","Total cropland (acres)",220139
"19099","19","099","Iowa\Jasper","Total cropland (acres)",324792
"19109","19","109","Iowa\Kossuth","Total cropland (acres)",568629
"19127","19","127","Iowa\Marshall","Total cropland (acres)",280597
"19131","19","131","Iowa\Mitchell","Total cropland (acres)",272780
"19147","19","147","Iowa\Palo Alto","Total cropland (acres)",340756
"19151","19","151","Iowa\Pocahontas","Total cropland (acres)",317484
"19153","19","153","Iowa\Polk","Total cropland (acres)",178551
"19161","19","161","Iowa\Sac","Total cropland (acres)",332957
"19169","19","169","Iowa\Story","Total cropland (acres)",279417
"19187","19","187","Iowa\Webster","Total cropland (acres)",383606
"19189","19","189","Iowa\Winnebago","Total cropland (acres)",221994
"19195","19","195","Iowa\Worth","Total cropland (acres)",218403
"19197","19","197","Iowa\Wright","Total cropland (acres)",344622
"19015","19","015","Iowa\Boone","Total cropland \ Harvested cropland (farms)",659
"19021","19","021","Iowa\Buena Vista","Total cropland \ Harvested cropland (farms)",658
"19023","19","023","Iowa\Butler","Total cropland \ Harvested cropland (farms)",737
"19025","19","025","Iowa\Calhoun","Total cropland \ Harvested cropland (farms)",594
"19027","19","027","Iowa\Carroll","Total cropland \ Harvested cropland (farms)",826
"19033","19","033","Iowa\Cerro Gordo","Total cropland \ Harvested cropland (farms)",554
"19041","19","041","Iowa\Clay","Total cropland \ Harvested cropland (farms)",559
"19049","19","049","Iowa\Dallas","Total cropland \ Harvested cropland (farms)",701
"19059","19","059","Iowa\Dickinson","Total cropland \ Harvested cropland (farms)",336
"19063","19","063","Iowa\Emmet","Total cropland \ Harvested cropland (farms)",340
"19067","19","067","Iowa\Floyd","Total cropland \ Harvested cropland (farms)",631
"19069","19","069","Iowa\Franklin","Total cropland \ Harvested cropland (farms)",613
"19073","19","073","Iowa\Greene","Total cropland \ Harvested cropland (farms)",560
"19075","19","075","Iowa\Grundy","Total cropland \ Harvested cropland (farms)",523
"19077","19","077","Iowa\Guthrie","Total cropland \ Harvested cropland (farms)",548
"19079","19","079","Iowa\Hamilton","Total cropland \ Harvested cropland (farms)",531
"19081","19","081","Iowa\Hancock","Total cropland \ Harvested cropland (farms)",652
"19083","19","083","Iowa\Hardin","Total cropland \ Harvested cropland (farms)",607
"19091","19","091","Iowa\Humboldt","Total cropland \ Harvested cropland (farms)",428
"19099","19","099","Iowa\Jasper","Total cropland \ Harvested cropland (farms)",791
"19109","19","109","Iowa\Kossuth","Total cropland \ Harvested cropland (farms)",1044
"19127","19","127","Iowa\Marshall","Total cropland \ Harvested cropland (farms)",639
"19131","19","131","Iowa\Mitchell","Total cropland \ Harvested cropland (farms)",718
"19147","19","147","Iowa\Palo Alto","Total cropland \ Harvested cropland (farms)",596
"19151","19","151","Iowa\Pocahontas","Total cropland \ Harvested cropland (farms)",584
"19153","19","153","Iowa\Polk","Total cropland \ Harvested cropland (farms)",572
"19161","19","161","Iowa\Sac","Total cropland \ Harvested cropland (farms)",689
"19169","19","169","Iowa\Story","Total cropland \ Harvested cropland (farms)",718
"19187","19","187","Iowa\Webster","Total cropland \ Harvested cropland (farms)",711
"19189","19","189","Iowa\Winnebago","Total cropland \ Harvested cropland (farms)",417
"19195","19","195","Iowa\Worth","Total cropland \ Harvested cropland (farms)",439
"19197","19","197","Iowa\Wright","Total cropland \ Harvested cropland (farms)",540
"19015","19","015","Iowa\Boone","Total cropland \ Harvested cropland (acres)",271424
"19021","19","021","Iowa\Buena Vista","Total cropland \ Harvested cropland (acres)",324664
"19023","19","023","Iowa\Butler","Total cropland \ Harvested cropland (acres)",314807
